StockCode,week,units,revenue,avg_price,n_invoices
21441,18/01/2010,21,17.85,0.85,3
21441,25/01/2010,4,4.21,1.0525,2
21441,01/02/2010,1,1.66,1.66,1
21441,08/02/2010,1,0.85,0.85,1
21441,15/02/2010,4,3.4,0.85,2
21441,22/02/2010,2,1.7,0.85,1
21441,01/03/2010,13,14.29,1.099230769,6
21441,15/03/2010,1,1.66,1.66,1
21441,22/03/2010,34,28.9,0.85,3
21441,29/03/2010,7,6.76,0.965714286,2
21441,05/04/2010,7,7.57,1.081428571,4
21441,12/04/2010,13,11.05,0.85,2
21441,19/04/2010,1,1.66,1.66,1
21441,26/04/2010,1,1.66,1.66,1
21441,03/05/2010,16,14.41,0.900625,4
21441,10/05/2010,172,78.52,0.456511628,4
21441,17/05/2010,39,22.68,0.581538462,4
21441,24/05/2010,2,3.32,1.66,1
21441,31/05/2010,14,13.52,0.965714286,3
21441,07/06/2010,24,9.12,0.38,1
21441,14/06/2010,29,24.65,0.85,3
21441,21/06/2010,26,22.91,0.881153846,4
21441,19/07/2010,2,3.32,1.66,2
21441,26/07/2010,5,4.25,0.85,1
21441,16/08/2010,13,11.86,0.912307692,2
21441,23/08/2010,1,0.85,0.85,1
21441,06/09/2010,10,8.5,0.85,1
21441,20/09/2010,12,10.2,0.85,1
21441,11/10/2010,12,10.2,0.85,1
21441,01/11/2010,12,10.2,0.85,1
21441,08/11/2010,1,1.66,1.66,1
21441,15/11/2010,1,1.66,1.66,1
21441,22/11/2010,2,3.32,1.66,2
21441,29/11/2010,13,11.86,0.912307692,2
21441,06/12/2010,1,1.66,1.66,1
21442,14/12/2009,2,3.4,1.7,2
21442,04/01/2010,6,5.1,0.85,1
21442,11/01/2010,3,4.98,1.66,1
21442,18/01/2010,33,28.05,0.85,4
21442,25/01/2010,15,13.56,0.904,3
21442,01/02/2010,2,3.32,1.66,1
21442,15/02/2010,13,11.86,0.912307692,2
21442,22/02/2010,2,1.7,0.85,1
21442,01/03/2010,7,8.38,1.197142857,4
21442,08/03/2010,13,11.86,0.912307692,2
21442,15/03/2010,1,1.66,1.66,1
21442,22/03/2010,45,40.68,0.904,5
21442,29/03/2010,9,10.08,1.12,4
21442,05/04/2010,6,6.72,1.12,4
21442,12/04/2010,13,11.05,0.85,2
21442,19/04/2010,3,4.98,1.66,3
21442,03/05/2010,27,22.95,0.85,4
21442,10/05/2010,160,68.32,0.427,3
21442,17/05/2010,27,11.67,0.432222222,2
21442,31/05/2010,2,3.32,1.66,1
21442,07/06/2010,24,9.12,0.38,1
21442,14/06/2010,36,30.6,0.85,3
21442,21/06/2010,14,12.71,0.907857143,3
21442,05/07/2010,1,1.66,1.66,1
21442,19/07/2010,1,0.85,0.85,1
21442,26/07/2010,5,4.25,0.85,1
21442,02/08/2010,1,1.66,1.66,1
21442,09/08/2010,2,2.51,1.255,2
21442,16/08/2010,1,1.66,1.66,1
21442,23/08/2010,3,2.55,0.85,1
21442,30/08/2010,1,1.66,1.66,1
21442,06/09/2010,6,5.91,0.985,2
21442,27/09/2010,1,1.66,1.66,1
21442,04/10/2010,12,10.2,0.85,1
21442,18/10/2010,12,10.2,0.85,1
21442,25/10/2010,1,1.66,1.66,1
21442,08/11/2010,13,11.86,0.912307692,2
21442,15/11/2010,12,10.2,0.85,1
21442,22/11/2010,2,3.32,1.66,2
21442,06/12/2010,1,1.66,1.66,1
21443,30/11/2009,2,11.53,5.765,2
21443,07/12/2009,4,19.03,4.7575,2
21443,14/12/2009,4,27.09,6.7725,4
21443,21/12/2009,1,7.78,7.78,1
21443,04/01/2010,3,11.25,3.75,1
21443,11/01/2010,213,538.75,2.529342723,4
21443,18/01/2010,3,11.25,3.75,1
21443,25/01/2010,9,33.75,3.75,3
21443,08/02/2010,6,22.5,3.75,1
21443,15/02/2010,8,30,3.75,4
21443,22/02/2010,3,11.25,3.75,1
21443,01/03/2010,1,3.75,3.75,1
21443,29/03/2010,1,3.75,3.75,1
21444,30/11/2009,6,38.62,6.436666667,5
21444,07/12/2009,7,26.25,3.75,2
21444,14/12/2009,3,19.31,6.436666667,3
21444,21/12/2009,1,7.78,7.78,1
21444,04/01/2010,16,60,3.75,1
21444,11/01/2010,213,542.62,2.547511737,3
21444,18/01/2010,3,11.25,3.75,1
21444,25/01/2010,7,26.25,3.75,3
21444,01/02/2010,1,3.75,3.75,1
21444,15/02/2010,5,18.75,3.75,2
21444,22/02/2010,4,30.48,7.62,3
21444,01/03/2010,8,30,3.75,2
21444,08/03/2010,4,30.48,7.62,4
21444,15/03/2010,2,11.37,5.685,2
21444,22/03/2010,9,37.62,4.18,2
21444,26/04/2010,2,7.5,3.75,1
21445,30/11/2009,3,6.39,2.13,3
21445,07/12/2009,24,30,1.25,1
21445,14/12/2009,16,25.28,1.58,5
21445,21/12/2009,3,7.71,2.57,1
21445,04/01/2010,2,2.5,1.25,1
21445,11/01/2010,17,22.51,1.324117647,3
21445,18/01/2010,5,6.25,1.25,4
21445,25/01/2010,5,6.25,1.25,3
21445,01/02/2010,2,3.76,1.88,2
21445,08/02/2010,3,3.75,1.25,1
21445,15/02/2010,5,12.55,2.51,1
21445,22/02/2010,27,33.75,1.25,3
21445,01/03/2010,54,68.76,1.273333333,5
21445,08/03/2010,2,2.5,1.25,1
21445,15/03/2010,12,12.72,1.06,1
21445,22/03/2010,15,22.53,1.502,2
21445,29/03/2010,12,15,1.25,1
21445,05/04/2010,62,80.02,1.290645161,4
21445,12/04/2010,57,71.25,1.25,3
21445,19/04/2010,29,37.99,1.31,4
21445,26/04/2010,7,17.57,2.51,3
21445,03/05/2010,62,77.5,1.25,3
21445,17/05/2010,39,52.53,1.346923077,7
21445,24/05/2010,3,6.27,2.09,3
21445,31/05/2010,463,499.19,1.078164147,5
21445,07/06/2010,18,22.5,1.25,4
21445,14/06/2010,5,7.51,1.502,4
21445,21/06/2010,22,36.32,1.650909091,3
21445,28/06/2010,41,51.25,1.25,5
21445,05/07/2010,46,57.5,1.25,4
21445,12/07/2010,16,25.04,1.565,2
21445,19/07/2010,12,15,1.25,1
21445,26/07/2010,8,11.26,1.4075,4
21445,02/08/2010,49,61.25,1.25,4
21445,09/08/2010,16,20,1.25,3
21445,16/08/2010,31,47.57,1.534516129,4
21445,23/08/2010,24,30,1.25,1
21445,06/09/2010,1,1.25,1.25,1
21445,13/09/2010,1,1.25,1.25,1
21445,20/09/2010,1,1.25,1.25,1
21445,27/09/2010,24,30,1.25,2
21445,11/10/2010,2,2.5,1.25,2
21445,18/10/2010,26,32.5,1.25,2
21445,25/10/2010,2,2.5,1.25,2
21445,01/11/2010,2,2.5,1.25,1
21445,08/11/2010,24,30,1.25,1
21445,15/11/2010,4,5,1.25,1
21445,29/11/2010,9,11.25,1.25,3
21445,06/12/2010,12,15,1.25,1
21446,30/11/2009,18,22.5,1.25,3
21446,07/12/2009,9,11.25,1.25,4
21446,14/12/2009,28,38.96,1.391428571,5
21446,21/12/2009,1,2.57,2.57,1
21446,04/01/2010,2,2.5,1.25,1
21446,11/01/2010,48,60,1.25,5
21446,18/01/2010,2,2.5,1.25,2
21446,25/01/2010,8,10,1.25,3
21446,01/02/2010,1,1.25,1.25,1
21446,08/02/2010,3,3.75,1.25,1
21446,22/02/2010,1,2.51,2.51,1
21446,01/03/2010,6,7.5,1.25,2
21446,08/03/2010,3,3.75,1.25,1
21446,15/03/2010,42,52.5,1.25,3
21446,29/03/2010,13,13.97,1.074615385,2
21446,05/04/2010,48,60,1.25,1
21446,12/04/2010,3,3.75,1.25,2
21446,19/04/2010,26,27.94,1.074615385,3
21446,26/04/2010,1,2.51,2.51,1
21446,03/05/2010,61,77.51,1.270655738,3
21446,10/05/2010,13,17.51,1.346923077,2
21446,17/05/2010,28,35,1.25,4
21446,24/05/2010,36,42.72,1.186666667,2
21446,07/06/2010,2,2.5,1.25,2
21446,14/06/2010,3,3.75,1.25,2
21446,21/06/2010,15,18.75,1.25,2
21446,28/06/2010,26,32.5,1.25,4
21446,05/07/2010,15,20.01,1.334,3
21446,12/07/2010,5,6.25,1.25,3
21446,19/07/2010,48,60,1.25,3
21446,26/07/2010,1,1.25,1.25,1
21446,02/08/2010,2,2.5,1.25,2
21446,09/08/2010,37,57.59,1.556486486,6
21446,16/08/2010,3,7.53,2.51,1
21446,30/08/2010,12,15,1.25,1
21446,06/09/2010,15,18.75,1.25,3
21446,13/09/2010,4,5,1.25,2
21446,20/09/2010,5,6.25,1.25,2
21446,27/09/2010,4,5,1.25,2
21446,04/10/2010,24,30,1.25,2
21446,11/10/2010,27,33.75,1.25,5
21446,18/10/2010,20,25,1.25,7
21446,25/10/2010,56,70,1.25,6
21446,01/11/2010,8,15.04,1.88,3
21446,08/11/2010,17,23.77,1.398235294,4
21446,15/11/2010,16,21.26,1.32875,3
21446,22/11/2010,13,17.51,1.346923077,2
21446,29/11/2010,39,50.01,1.282307692,7
21446,06/12/2010,2,5.02,2.51,2
21447,30/11/2009,27,35.07,1.298888889,3
21447,07/12/2009,10,17.78,1.778,5
21447,14/12/2009,25,32.57,1.3028,3
21447,21/12/2009,2,3.82,1.91,2
21447,04/01/2010,3,3.75,1.25,2
21447,11/01/2010,36,55.32,1.536666667,6
21447,18/01/2010,27,35.01,1.296666667,5
21447,25/01/2010,3,5.01,1.67,2
21447,01/02/2010,1,1.25,1.25,1
21447,08/02/2010,5,6.25,1.25,2
21447,15/02/2010,3,3.75,1.25,1
21447,22/02/2010,6,13.8,2.3,2
21447,01/03/2010,54,68.76,1.273333333,5
21447,08/03/2010,30,35.22,1.174,4
21447,15/03/2010,12,15,1.25,1
21447,22/03/2010,13,16.25,1.25,2
21447,29/03/2010,24,27.72,1.155,2
21447,05/04/2010,61,77.51,1.270655738,3
21447,12/04/2010,51,63.75,1.25,3
21447,19/04/2010,36,49.02,1.361666667,7
21447,26/04/2010,3,7.53,2.51,2
21447,03/05/2010,63,88.83,1.41,6
21447,10/05/2010,19,26.27,1.382631579,4
21447,17/05/2010,87,116.31,1.336896552,10
21447,24/05/2010,36,45,1.25,2
21447,31/05/2010,436,462.92,1.061743119,2
21447,07/06/2010,1,1.25,1.25,1
21447,14/06/2010,28,51.38,1.835,6
21447,21/06/2010,19,23.75,1.25,2
21447,28/06/2010,107,141.31,1.320654206,12
21447,05/07/2010,42,57.54,1.37,7
21447,12/07/2010,17,25.03,1.472352941,4
21447,19/07/2010,48,90.24,1.88,4
21447,26/07/2010,7,10.01,1.43,3
21447,02/08/2010,41,51.25,1.25,5
21447,09/08/2010,43,87.77,2.041162791,7
21447,16/08/2010,41,55.03,1.342195122,5
21447,23/08/2010,21,37.59,1.79,2
21447,30/08/2010,15,18.75,1.25,3
21447,06/09/2010,30,37.5,1.25,5
21447,13/09/2010,28,35,1.25,3
21447,20/09/2010,37,46.25,1.25,3
21447,27/09/2010,6,7.5,1.25,1
21447,04/10/2010,43,61.31,1.425813953,6
21447,11/10/2010,16,20,1.25,3
21447,18/10/2010,21,37.59,1.79,6
21447,25/10/2010,4,5,1.25,2
21447,01/11/2010,13,16.25,1.25,2
21447,08/11/2010,24,30,1.25,2
21447,15/11/2010,76,95,1.25,4
21447,22/11/2010,1,2.51,2.51,1
21447,29/11/2010,16,21.26,1.32875,6
21447,06/12/2010,12,15,1.25,1
21448,30/11/2009,16,26.4,1.65,4
21448,07/12/2009,2,3.3,1.65,2
21448,04/01/2010,2,3.3,1.65,1
21448,11/01/2010,43,72.73,1.691395349,6
21448,18/01/2010,14,23.1,1.65,3
21448,25/01/2010,18,29.7,1.65,3
21448,01/02/2010,3,4.95,1.65,2
21448,15/02/2010,3,4.95,1.65,1
21448,22/02/2010,25,41.25,1.65,3
21448,01/03/2010,101,170.07,1.683861386,14
21448,08/03/2010,8,16.62,2.0775,4
21448,15/03/2010,26,44.61,1.715769231,4
21448,22/03/2010,33,54.45,1.65,6
21448,29/03/2010,3,8.37,2.79,3
21448,05/04/2010,14,24.81,1.772142857,3
21448,12/04/2010,15,24.75,1.65,2
21448,19/04/2010,5,9.96,1.992,3
21448,26/04/2010,6,11.61,1.935,4
21448,03/05/2010,15,26.46,1.764,4
21448,10/05/2010,16,26.4,1.65,3
21448,17/05/2010,13,21.45,1.65,2
21448,24/05/2010,8,13.2,1.65,5
21448,07/06/2010,16,26.4,1.65,3
21448,14/06/2010,3,4.95,1.65,2
21448,21/06/2010,13,35.13,2.702307692,4
21448,28/06/2010,4,6.6,1.65,2
21448,05/07/2010,4,6.6,1.65,3
21448,12/07/2010,2,3.3,1.65,1
21448,19/07/2010,6,9.9,1.65,1
21448,26/07/2010,26,42.9,1.65,3
21448,02/08/2010,3,4.95,1.65,1
21448,16/08/2010,39,64.35,1.65,4
21448,30/08/2010,1,1.65,1.65,1
21448,06/09/2010,16,26.4,1.65,4
21448,13/09/2010,5,8.25,1.65,3
21448,20/09/2010,2,3.3,1.65,2
21448,27/09/2010,16,26.4,1.65,3
21448,04/10/2010,1,3.36,3.36,1
21448,18/10/2010,3,6.66,2.22,2
21448,25/10/2010,8,13.2,1.65,2
21448,01/11/2010,15,26.46,1.764,4
21448,08/11/2010,10,16.5,1.65,1
21448,15/11/2010,18,29.7,1.65,2
21448,22/11/2010,12,19.8,1.65,3
21448,29/11/2010,8,13.2,1.65,1
21448,06/12/2010,1,3.36,3.36,1
21450,30/11/2009,12,71.4,5.95,2
21450,14/12/2009,1,5.95,5.95,1
21452,15/03/2010,6,23.62,3.936666667,4
21452,22/03/2010,43,129.81,3.018837209,10
21452,29/03/2010,24,99.68,4.153333333,9
21452,05/04/2010,60,157.8,2.63,3
21452,12/04/2010,30,88.5,2.95,4
21452,19/04/2010,96,264,2.75,7
21452,26/04/2010,44,129.8,2.95,7
21452,03/05/2010,30,88.5,2.95,4
21452,10/05/2010,10,32.46,3.246,5
21452,17/05/2010,43,126.85,2.95,8
21452,24/05/2010,26,77.26,2.971538462,6
21452,31/05/2010,26,76.7,2.95,6
21452,07/06/2010,42,123.9,2.95,8
21452,14/06/2010,32,94.4,2.95,6
21452,21/06/2010,1,5.91,5.91,1
21452,28/06/2010,25,73.75,2.95,6
21452,05/07/2010,16,47.2,2.95,3
21452,12/07/2010,46,153.46,3.336086957,8
21452,19/07/2010,24,79.68,3.32,7
21452,26/07/2010,12,35.4,2.95,4
21452,02/08/2010,21,61.95,2.95,4
21452,09/08/2010,17,53.97,3.174705882,5
21452,16/08/2010,19,56.05,2.95,4
21452,23/08/2010,4,14.76,3.69,3
21452,30/08/2010,13,38.35,2.95,3
21452,06/09/2010,19,59.01,3.105789474,7
21452,13/09/2010,57,148.95,2.613157895,4
21452,20/09/2010,6,17.7,2.95,1
21452,27/09/2010,20,59,2.95,6
21452,04/10/2010,35,103.25,2.95,9
21452,11/10/2010,23,73.77,3.207391304,9
21452,18/10/2010,35,103.25,2.95,9
21452,25/10/2010,24,70.8,2.95,5
21452,01/11/2010,32,106.24,3.32,7
21452,08/11/2010,18,59.88,3.326666667,7
21452,15/11/2010,59,181.69,3.079491525,12
21452,22/11/2010,28,88.52,3.161428571,13
21452,29/11/2010,15,44.25,2.95,4
21452,06/12/2010,54,185.18,3.429259259,10
21454,11/01/2010,7,6.8,0.971428571,2
21454,18/01/2010,27,22.95,0.85,4
21454,25/01/2010,61,51.85,0.85,5
21454,01/02/2010,12,10.2,0.85,1
21454,08/02/2010,24,20.4,0.85,2
21454,15/02/2010,15,13.56,0.904,3
21454,22/02/2010,19,16.15,0.85,4
21454,01/03/2010,41,34.85,0.85,6
21454,08/03/2010,48,43.23,0.900625,10
21454,15/03/2010,33,28.05,0.85,6
21454,22/03/2010,36,30.6,0.85,2
21454,29/03/2010,12,15.06,1.255,4
21454,19/04/2010,1,1.66,1.66,1
21454,26/04/2010,1,1.66,1.66,1
21454,07/06/2010,6,5.1,0.85,1
21454,05/07/2010,1,1.66,1.66,1
21454,12/07/2010,3,3.36,1.12,2
21454,23/08/2010,6,5.1,0.85,1
21454,13/09/2010,1,0.85,0.85,1
21454,22/11/2010,12,10.2,0.85,1
21455,25/01/2010,24,20.4,0.85,2
21455,08/02/2010,3,2.55,0.85,1
21455,15/02/2010,33,33.72,1.021818182,5
21455,22/02/2010,16,13.6,0.85,2
21455,01/03/2010,39,35.58,0.912307692,7
21455,08/03/2010,25,31.78,1.2712,4
21455,15/03/2010,32,27.2,0.85,4
21455,22/03/2010,51,44.16,0.865882353,7
21455,29/03/2010,17,20.12,1.183529412,5
21455,26/04/2010,13,11.86,0.912307692,2
21455,10/05/2010,4,3.4,0.85,1
21455,07/06/2010,4,3.4,0.85,1
21455,21/06/2010,2,3.32,1.66,1
21455,12/07/2010,3,2.55,0.85,2
21455,09/08/2010,3,4.98,1.66,1
21455,23/08/2010,6,5.1,0.85,1
21455,13/09/2010,1,0.85,0.85,1
21455,20/09/2010,1,1.66,1.66,1
21455,01/11/2010,7,5.95,0.85,1
21455,22/11/2010,5,8.3,1.66,1
21456,30/11/2009,12,15,1.25,1
21456,11/01/2010,300,210,0.7,1
21456,25/01/2010,18,22.5,1.25,2
21456,01/02/2010,27,33.75,1.25,4
21456,08/02/2010,12,15,1.25,1
21456,15/02/2010,16,20,1.25,4
21456,22/02/2010,48,61.26,1.27625,6
21456,01/03/2010,27,33.75,1.25,3
21456,08/03/2010,42,53.76,1.28,5
21456,15/03/2010,43,53.75,1.25,5
21456,22/03/2010,5,10.03,2.006,3
21456,29/03/2010,5,10.03,2.006,4
21456,23/08/2010,12,15,1.25,1
21457,30/11/2009,12,15,1.25,1
21457,11/01/2010,300,210,0.7,1
21457,18/01/2010,5,6.25,1.25,3
21457,25/01/2010,24,30,1.25,2
21457,01/02/2010,53,66.25,1.25,6
21457,08/02/2010,12,15,1.25,1
21457,15/02/2010,3,3.75,1.25,2
21457,22/02/2010,25,31.25,1.25,3
21457,01/03/2010,16,20,1.25,3
21457,08/03/2010,15,21.27,1.418,3
21457,15/03/2010,38,47.5,1.25,4
21457,22/03/2010,29,42.55,1.467241379,5
21457,29/03/2010,5,10.03,2.006,3
21457,23/08/2010,24,30,1.25,2
21457,08/11/2010,1,2.51,2.51,1
21458,30/11/2009,12,15,1.25,1
21458,14/12/2009,9,11.25,1.25,1
21458,11/01/2010,300,210,0.7,1
21458,18/01/2010,4,5,1.25,2
21458,25/01/2010,24,30,1.25,2
21458,01/02/2010,65,81.25,1.25,7
21458,08/02/2010,8,10,1.25,2
21458,15/02/2010,16,20,1.25,3
21458,22/02/2010,39,48.75,1.25,6
21458,01/03/2010,17,23.77,1.398235294,4
21458,08/03/2010,29,40.03,1.380344828,6
21458,15/03/2010,24,30,1.25,2
21458,22/03/2010,16,31.34,1.95875,8
21458,29/03/2010,11,21.31,1.937272727,6
21458,23/08/2010,12,15,1.25,1
21459,25/01/2010,12,23.4,1.95,2
21459,01/02/2010,7,15.91,2.272857143,2
21459,08/02/2010,4,7.8,1.95,1
21459,15/02/2010,3,5.85,1.95,2
21459,22/02/2010,72,118.8,1.65,1
21459,01/03/2010,19,37.05,1.95,3
21459,08/03/2010,35,68.25,1.95,4
21459,15/03/2010,17,48.97,2.880588235,4
21459,22/03/2010,13,27.61,2.123846154,3
21459,29/03/2010,3,8.11,2.703333333,2
21459,05/04/2010,2,8.42,4.21,1
21460,25/01/2010,6,11.7,1.95,1
21460,01/02/2010,6,11.7,1.95,1
21460,15/02/2010,1,1.95,1.95,1
21460,22/02/2010,1,4.21,4.21,1
21460,01/03/2010,13,25.35,1.95,2
21460,08/03/2010,28,63.64,2.272857143,3
21460,15/03/2010,17,44.45,2.614705882,3
21460,22/03/2010,11,21.45,1.95,3
21460,05/04/2010,2,8.42,4.21,1
21461,25/01/2010,6,11.7,1.95,1
21461,01/02/2010,7,15.91,2.272857143,2
21461,15/02/2010,4,7.8,1.95,2
21461,01/03/2010,13,25.35,1.95,2
21461,08/03/2010,25,48.75,1.95,3
21461,15/03/2010,4,7.8,1.95,2
21461,22/03/2010,8,15.6,1.95,3
21461,05/04/2010,2,8.42,4.21,1
21461,04/10/2010,3,5.85,1.95,1
21462,30/11/2009,6,40.5,6.75,2
21462,07/12/2009,3,20.25,6.75,2
21462,14/12/2009,4,27,6.75,2
21462,04/01/2010,1,6.75,6.75,1
21462,11/01/2010,4,40.64,10.16,2
21462,18/01/2010,1,6.75,6.75,1
21462,25/01/2010,2,13.5,6.75,1
21462,01/02/2010,3,27.07,9.023333333,2
21462,08/02/2010,4,27,6.75,2
21462,15/02/2010,20,122.2,6.11,3
21462,22/02/2010,5,33.75,6.75,3
21462,01/03/2010,2,13.5,6.75,1
21462,08/03/2010,2,13.5,6.75,1
21462,15/03/2010,4,27,6.75,2
21462,22/03/2010,1,6.75,6.75,1
21462,29/03/2010,2,13.5,6.75,1
21462,05/04/2010,2,13.5,6.75,1
21462,12/04/2010,4,27,6.75,2
21462,19/04/2010,7,47.25,6.75,4
21462,26/04/2010,8,54,6.75,4
21462,03/05/2010,3,20.25,6.75,2
21462,10/05/2010,3,27.07,9.023333333,2
21462,17/05/2010,8,60.82,7.6025,3
21462,24/05/2010,5,33.75,6.75,3
21462,31/05/2010,6,40.5,6.75,3
21462,07/06/2010,2,13.5,6.75,1
21462,14/06/2010,5,33.75,6.75,2
21462,28/06/2010,5,33.75,6.75,3
21462,05/07/2010,6,40.5,6.75,2
21462,12/07/2010,5,33.75,6.75,2
21462,19/07/2010,2,13.5,6.75,1
21462,26/07/2010,2,13.5,6.75,1
21462,09/08/2010,3,20.25,6.75,1
21462,16/08/2010,7,47.25,6.75,3
21462,23/08/2010,4,27,6.75,2
21462,06/09/2010,5,33.75,6.75,2
21462,13/09/2010,8,54,6.75,2
21462,20/09/2010,3,20.25,6.75,2
21462,27/09/2010,11,81.07,7.37,4
21462,04/10/2010,7,47.25,6.75,3
21462,11/10/2010,2,13.5,6.75,1
21462,18/10/2010,5,40.57,8.114,3
21462,25/10/2010,11,74.25,6.75,2
21462,01/11/2010,5,40.57,8.114,3
21462,08/11/2010,2,13.5,6.75,1
21462,15/11/2010,7,47.25,6.75,4
21462,22/11/2010,3,20.25,6.75,2
21462,29/11/2010,4,27,6.75,3
21462,06/12/2010,2,13.5,6.75,1
21463,30/11/2009,14,114.8,8.2,6
21463,07/12/2009,69,380.3,5.511594203,6
21463,14/12/2009,56,316.7,5.655357143,9
21463,04/01/2010,1,5.95,5.95,1
21463,11/01/2010,23,120.85,5.254347826,4
21463,18/01/2010,10,59.5,5.95,2
21463,25/01/2010,6,35.7,5.95,2
21463,01/02/2010,2,11.9,5.95,2
21463,08/02/2010,4,39.08,9.77,3
21463,22/02/2010,1,5.95,5.95,1
21463,01/03/2010,19,97.05,5.107894737,3
21463,08/03/2010,4,23.8,5.95,2
21463,15/03/2010,4,23.8,5.95,2
21463,22/03/2010,2,11.9,5.95,1
21463,29/03/2010,2,11.9,5.95,1
21463,05/04/2010,6,35.7,5.95,3
21463,12/04/2010,6,35.7,5.95,2
21463,19/04/2010,22,145.46,6.611818182,5
21463,26/04/2010,20,103,5.15,3
21463,03/05/2010,9,68.83,7.647777778,3
21463,10/05/2010,2,11.9,5.95,1
21463,17/05/2010,6,50.98,8.496666667,4
21463,24/05/2010,8,47.6,5.95,2
21463,31/05/2010,3,33.13,11.04333333,2
21463,07/06/2010,29,187.11,6.452068966,6
21463,14/06/2010,2,11.9,5.95,1
21463,21/06/2010,2,11.9,5.95,1
21463,28/06/2010,20,102,5.1,4
21463,05/07/2010,10,59.5,5.95,4
21463,12/07/2010,2,11.9,5.95,1
21463,19/07/2010,13,92.63,7.125384615,5
21463,26/07/2010,3,17.85,5.95,2
21463,02/08/2010,34,170.3,5.008823529,3
21463,09/08/2010,20,103,5.15,3
21463,16/08/2010,7,41.65,5.95,2
21463,23/08/2010,18,91.1,5.061111111,2
21463,30/08/2010,4,23.8,5.95,2
21463,06/09/2010,2,27.18,13.59,2
21463,13/09/2010,13,77.35,5.95,3
21463,20/09/2010,7,41.65,5.95,5
21463,27/09/2010,20,103,5.15,3
21463,04/10/2010,25,132.75,5.31,4
21463,11/10/2010,3,17.85,5.95,2
21463,18/10/2010,26,138.7,5.334615385,7
21463,25/10/2010,7,41.65,5.95,3
21463,01/11/2010,40,206,5.15,6
21463,08/11/2010,19,113.05,5.95,7
21463,15/11/2010,28,140.25,5.008928571,7
21463,22/11/2010,41,258.51,6.305121951,8
21463,29/11/2010,13,77.35,5.95,7
21463,06/12/2010,18,91.1,5.061111111,2
21464,30/11/2009,12,51,4.25,5
21464,07/12/2009,24,102,4.25,4
21464,14/12/2009,2,8.5,4.25,2
21464,11/01/2010,17,72.25,4.25,3
21464,18/01/2010,8,34,4.25,1
21464,25/01/2010,4,17,4.25,1
21464,08/02/2010,1,4.25,4.25,1
21464,22/02/2010,1,4.25,4.25,1
21464,01/03/2010,3,12.75,4.25,2
21464,08/03/2010,3,12.75,4.25,2
21464,22/03/2010,5,21.25,4.25,3
21464,29/03/2010,3,12.75,4.25,2
21464,05/04/2010,2,8.5,4.25,1
21464,12/04/2010,7,29.75,4.25,2
21464,19/04/2010,10,42.5,4.25,2
21464,26/04/2010,2,8.5,4.25,1
21464,03/05/2010,6,25.5,4.25,2
21464,10/05/2010,4,17,4.25,2
21464,17/05/2010,3,12.75,4.25,2
21464,24/05/2010,4,17,4.25,2
21464,07/06/2010,3,12.75,4.25,2
21464,14/06/2010,6,24.5,4.083333333,3
21464,21/06/2010,3,12.75,4.25,2
21464,28/06/2010,2,8.5,4.25,1
21464,05/07/2010,7,29.75,4.25,4
21464,12/07/2010,12,51,4.25,2
21464,19/07/2010,4,17,4.25,2
21464,26/07/2010,5,21.25,4.25,3
21464,02/08/2010,2,8.5,4.25,1
21464,09/08/2010,2,8.5,4.25,1
21464,16/08/2010,4,17,4.25,2
21464,23/08/2010,2,8.5,4.25,1
21464,30/08/2010,2,8.5,4.25,1
21464,13/09/2010,8,34,4.25,3
21464,20/09/2010,8,34,4.25,5
21464,27/09/2010,10,42.5,4.25,4
21464,04/10/2010,2,8.5,4.25,1
21464,11/10/2010,6,25.5,4.25,4
21464,18/10/2010,6,25.5,4.25,3
21464,25/10/2010,19,80.75,4.25,4
21464,01/11/2010,5,21.25,4.25,4
21464,08/11/2010,19,80.75,4.25,7
21464,15/11/2010,4,17,4.25,3
21464,22/11/2010,20,85,4.25,4
21464,29/11/2010,12,51,4.25,6
21464,06/12/2010,17,72.25,4.25,2
21465,30/11/2009,3,11.25,3.75,3
21465,14/12/2009,6,22.5,3.75,1
21465,18/01/2010,3,11.25,3.75,2
21465,25/01/2010,1,3.75,3.75,1
21465,01/02/2010,6,22.5,3.75,1
21465,08/02/2010,3,15.12,5.04,2
21465,15/02/2010,1,3.75,3.75,1
21465,22/02/2010,222,678.9,3.058108108,3
21465,01/03/2010,1,3.75,3.75,1
21465,08/03/2010,6,22.5,3.75,1
21465,15/03/2010,6,22.5,3.75,1
21465,22/03/2010,17,63.75,3.75,6
21465,29/03/2010,7,30.12,4.302857143,2
21465,05/04/2010,15,56.25,3.75,4
21465,12/04/2010,21,78.75,3.75,3
21465,19/04/2010,8,30,3.75,2
21465,26/04/2010,6,22.5,3.75,1
21465,03/05/2010,8,33.87,4.23375,3
21465,10/05/2010,8,30,3.75,5
21465,17/05/2010,8,30,3.75,2
21465,24/05/2010,7,30.12,4.302857143,2
21465,31/05/2010,9,37.62,4.18,3
21465,07/06/2010,28,105,3.75,7
21465,14/06/2010,6,22.5,3.75,1
21465,21/06/2010,17,71.49,4.205294118,5
21465,28/06/2010,26,101.37,3.898846154,6
21465,05/07/2010,10,37.5,3.75,5
21465,12/07/2010,10,37.5,3.75,4
21465,19/07/2010,9,37.62,4.18,4
21465,26/07/2010,12,45,3.75,5
21465,02/08/2010,6,22.5,3.75,1
21465,09/08/2010,12,45,3.75,1
